trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text.started,key_resp.started,ins.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thanks.started,text_2.started,thanks.stopped,participant,session,date,expName,psychopyVersion,expStart
177,0,177,0,280.9246228,,,,,,,,,280.8997288,5,280.9246228,280.9246228,0.015057459,283.3156614,[-0.18],[-0.0033333333333333335],[1],[0],[0],[2.401475499966182],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
178,0,178,0,283.3487496,,,,,,,,,283.319745,5,283.3487496,283.3487496,0.015240875,284.9386183,[0.31333333333333335],[0.4622222222222222],[1],[0],[0],[1.6042388750938699],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
179,0,179,0,284.9850584,,,,,,,,,284.9427191,10,284.9850584,284.9850584,0.0284715,286.0189488,[0.17222222222222222],[0.4722222222222222],[1],[0],[0],[1.0483759159687907],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
180,0,180,0,286.0481198,,,,,,,,,286.023058,5,286.0481198,286.0481198,0.015461667,287.6494413,[0.25],[-0.19444444444444445],[1],[0],[0],[1.6114504169672728],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
181,0,181,0,287.6786262,,,,,,,,,287.653572,5,287.6786262,287.6786262,0.014883709,288.782525,[-0.15333333333333332],[-0.39444444444444443],[1],[0],[0],[1.114699124940671],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
182,0,182,0,288.8331418,,,,,,,,,288.7866365,10,288.8331418,288.8331418,0.028185375,290.084417,[-0.02666666666666667],[0.33666666666666667],[1],[0],[0],[1.2702499999431893],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
183,0,183,0,290.1132145,,,,,,,,,290.0885439,5,290.1132145,290.1132145,0.014831833,290.9722177,[0.05555555555555555],[0.12222222222222222],[1],[0],[0],[0.8694617080036551],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
184,0,184,0,291.0186079,,,,,,,,,290.9762791,10,291.0186079,291.0186079,0.028543833,293.0511458,[-0.19555555555555557],[-0.014444444444444444],[1],[0],[0],[2.046932708006352],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
185,0,185,0,293.0801187,,,,,,,,,293.0552869,5,293.0801187,293.0801187,0.015031458,294.8165961,[-0.13777777777777778],[-0.08333333333333333],[1],[0],[0],[1.7469387500314042],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
186,0,186,0,294.864793,,,,,,,,,294.8206857,10,294.864793,294.864793,0.028294334,296.6335579,[-0.03111111111111111],[-0.22],[1],[0],[0],[1.7851909999735653],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
187,0,187,0,296.6816969,,,,,,,,,296.6377065,10,296.6816969,296.6816969,0.030054667,298.2759752,[0.36777777777777776],[0.3511111111111111],[1],[0],[0],[1.60885583399795],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
188,0,188,0,298.3052669,,,,,,,,,298.280111,5,298.3052669,298.3052669,0.015341666,300.122061,[-0.49],[-0.48333333333333334],[1],[0],[0],[1.8272186249960214],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
189,0,189,0,300.1509099,,,,,,,,,300.1261328,5,300.1509099,300.1509099,0.014894791,301.6057645,[0.31666666666666665],[0.3933333333333333],[1],[0],[0],[1.4653365419944748],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
190,0,190,0,301.6521182,,,,,,,,,301.6098433,10,301.6521182,301.6521182,0.028415584,303.8680928,[0.37777777777777777],[-0.37777777777777777],[1],[0],[0],[2.23043566592969],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
191,0,191,0,303.9155056,,,,,,,,,303.8721961,10,303.9155056,303.9155056,0.028439,305.7195636,[0.4211111111111111],[-0.3711111111111111],[1],[0],[0],[1.8195152910193428],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
192,0,192,0,305.7485446,,,,,,,,,305.7236894,5,305.7485446,305.7485446,0.014997375,306.9516001,[0.2288888888888889],[-0.27111111111111114],[1],[0],[0],[1.2135009999619797],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
193,0,193,0,306.9980346,,,,,,,,,306.9556715,10,306.9980346,306.9980346,0.028493167,308.7020415,[0.23222222222222222],[0.023333333333333334],[1],[0],[0],[1.7184910419164225],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
194,0,194,0,308.7309815,,,,,,,,,308.7061612,5,308.7309815,308.7309815,0.015094417,310.2248476,[0.4922222222222222],[-0.19],[1],[0],[0],[1.504097625031136],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
195,0,195,0,310.2564041,,,,,,,,,310.2296958,5,310.2564041,310.2564041,0.016810666,311.6894912,[0.034444444444444444],[0.38333333333333336],[1],[0],[0],[1.44375266705174],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
196,0,196,0,311.7185134,,,,,,,,,311.6935828,5,311.7185134,311.7185134,0.014949666,313.0395036,[0.38],[0.3655555555555556],[1],[0],[0],[1.3315690830349922],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
197,0,197,0,313.0690618,,,,,,,,,313.0436069,5,313.0690618,313.0690618,0.014860958,314.1326637,[-0.08555555555555555],[0.18444444444444444],[1],[0],[0],[1.0748234160710126],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
198,0,198,0,314.1616899,,,,,,,,,314.1368033,5,314.1616899,314.1616899,0.014804459,315.2500304,[-0.22444444444444445],[0.33555555555555555],[1],[0],[0],[1.0989834580104798],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
199,0,199,0,315.2790018,,,,,,,,,315.2541346,5,315.2790018,315.2790018,0.014734334,316.8064939,[-0.006666666666666667],[-0.42],[1],[0],[0],[1.5382142920279875],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,316.80975,316.8199962,319.8115282,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
