trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text.started,key_resp.started,ins.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thanks.started,text_2.started,thanks.stopped,participant,session,date,expName,psychopyVersion,expStart
150,0,150,0,318.497793,,,,,,,,,318.4546487,10,318.497793,318.497793,0.028442667,319.9281335,[-0.17222222222222222],[0.05333333333333334],[1],[0],[0],[1.4456296660937369],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
151,0,151,0,319.9750035,,,,,,,,,319.9321408,10,319.9750035,319.9750035,0.0285295,321.3300962,[-0.2922222222222222],[-0.37555555555555553],[1],[0],[0],[1.3699522919487208],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
152,0,152,0,321.3780235,,,,,,,,,321.3341405,10,321.3780235,321.3780235,0.028447208,323.662011,[0.48777777777777775],[0.32222222222222224],[1],[0],[0],[2.3000155829358846],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
153,0,153,0,323.7087096,,,,,,,,,323.666012,10,323.7087096,323.7087096,0.028390209,324.5461144,[0.44555555555555554],[0.3433333333333333],[1],[0],[0],[0.8522413750179112],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
154,0,154,0,324.593648,,,,,,,,,324.550128,10,324.593648,324.593648,0.028978833,326.712209,[-0.4066666666666667],[-0.13111111111111112],[1],[0],[0],[2.1337170409969985],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
155,0,155,0,326.7590238,,,,,,,,,326.7162103,10,326.7590238,326.7590238,0.028380792,328.2332916,[-0.4855555555555556],[-0.15333333333333332],[1],[0],[0],[1.4892705830279738],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
156,0,156,0,328.2624534,,,,,,,,,328.2373182,5,328.2624534,328.2624534,0.015076667,329.8028053,[-0.2677777777777778],[0.2788888888888889],[1],[0],[0],[1.5508926670299843],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
157,0,157,0,329.8328744,,,,,,,,,329.806866,5,329.8328744,329.8328744,0.015163791,331.3165056,[0.15777777777777777],[0.06333333333333334],[1],[0],[0],[1.4950884589925408],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
158,0,158,0,331.3633802,,,,,,,,,331.3205043,10,331.3633802,331.3633802,0.028554208,332.5206192,[0.06222222222222222],[-0.10333333333333333],[1],[0],[0],[1.1721263750223443],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
159,0,159,0,332.5675188,,,,,,,,,332.5246249,10,332.5675188,332.5675188,0.028400583,334.0463567,[-0.3055555555555556],[-0.035555555555555556],[1],[0],[0],[1.4938807080034167],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
160,0,160,0,334.0937784,,,,,,,,,334.050522,10,334.0937784,334.0937784,0.028647125,335.6244485,[0.2811111111111111],[-0.1811111111111111],[1],[0],[0],[1.5458606670144945],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
161,0,161,0,335.6536275,,,,,,,,,335.6285305,5,335.6536275,335.6536275,0.01511175,336.994169,[-0.49333333333333335],[-0.42444444444444446],[1],[0],[0],[1.3511743328999728],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
162,0,162,0,337.0416809,,,,,,,,,336.9981807,10,337.0416809,337.0416809,0.029004125,339.7878718,[-0.03111111111111111],[-0.3877777777777778],[1],[0],[0],[2.761237833998166],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
163,0,163,0,339.8172674,,,,,,,,,339.7918961,5,339.8172674,339.8172674,0.015142333,342.1437162,[0.15222222222222223],[0.26555555555555554],[1],[0],[0],[2.3372537919785827],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
164,0,164,0,342.190508,,,,,,,,,342.1477024,10,342.190508,342.190508,0.0282585,344.0123585,[0.36],[0.043333333333333335],[1],[0],[0],[1.8369904170976952],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
165,0,165,0,344.0591428,,,,,,,,,344.0163795,10,344.0591428,344.0591428,0.028313209,345.2126705,[0.47444444444444445],[0.06111111111111111],[1],[0],[0],[1.1685687080025673],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
166,0,166,0,345.242197,,,,,,,,,345.2166889,5,345.242197,345.242197,0.015116625,346.4111253,[0.2911111111111111],[0.09777777777777778],[1],[0],[0],[1.1799154579639435],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
167,0,167,0,346.4403504,,,,,,,,,346.4151357,5,346.4403504,346.4403504,0.014825958,348.3174298,[-0.14333333333333334],[-0.13777777777777778],[1],[0],[0],[1.8880954580381513],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
168,0,168,0,348.3642369,,,,,,,,,348.3214229,10,348.3642369,348.3642369,0.0285005,350.2338303,[0.3488888888888889],[-0.45],[1],[0],[0],[1.8843605410074815],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
169,0,169,0,350.2816986,,,,,,,,,350.237828,10,350.2816986,350.2816986,0.028965625,351.642385,[-0.22666666666666666],[0.006666666666666667],[0],[0],[0],[1.3761821669759229],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
170,0,170,0,351.671062,,,,,,,,,351.6464282,5,351.671062,351.671062,0.015120084,353.141055,[0.39555555555555555],[0.2966666666666667],[1],[0],[0],[1.4801068329252303],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
171,0,171,0,353.1878732,,,,,,,,,353.1450588,10,353.1878732,353.1878732,0.028415625,355.1214576,[-0.06888888888888889],[0.34555555555555556],[1],[0],[0],[1.948535457951948],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
172,0,172,0,355.1505729,,,,,,,,,355.1254687,5,355.1505729,355.1505729,0.01500875,356.5276068,[0.23],[-0.26555555555555554],[1],[0],[0],[1.3876718329265714],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
173,0,173,0,356.5743409,,,,,,,,,356.5316148,10,356.5743409,356.5743409,0.028285167,357.9873778,[-0.3611111111111111],[-0.06444444444444444],[1],[0],[0],[1.4280312079936266],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
174,0,174,0,358.0342893,,,,,,,,,357.9913676,10,358.0342893,358.0342893,0.028490292,362.396485,[0.028888888888888888],[-0.25222222222222224],[1],[0],[0],[4.377186916070059],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
175,0,175,0,362.4255226,,,,,,,,,362.40052,5,362.4255226,362.4255226,0.014945667,364.1246783,[-0.31222222222222223],[0.4477777777777778],[1],[0],[0],[1.7098142919130623],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
176,0,176,0,364.1561852,,,,,,,,,364.1287016,5,364.1561852,364.1561852,0.016568959,365.9346422,[-0.2088888888888889],[0.2088888888888889],[1],[0],[0],[1.7899723750306293],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
177,0,177,0,365.9816526,,,,,,,,,365.9386219,10,365.9816526,365.9816526,0.02859775,368.2879215,[0.49666666666666665],[0.011111111111111112],[1],[0],[0],[2.3212562080007046],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
178,0,178,0,368.3352038,,,,,,,,,368.2919326,10,368.3352038,368.3352038,0.028816958,371.7343316,[0.2588888888888889],[0.11666666666666667],[1],[0],[0],[3.4140874160220847],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
179,0,179,0,371.7812066,,,,,,,,,371.7383525,10,371.7812066,371.7812066,0.028493334,374.4515492,[0.3811111111111111],[-0.09777777777777778],[1],[0],[0],[2.68525950005278],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
180,0,180,0,374.499203,,,,,,,,,374.4557085,10,374.499203,374.499203,0.029069042,375.9176861,[-0.30444444444444446],[-0.23666666666666666],[1],[0],[0],[1.4334984169108793],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
181,0,181,0,375.9468171,,,,,,,,,375.9216987,5,375.9468171,375.9468171,0.015008916,376.8786495,[-0.12555555555555556],[-0.29],[1],[0],[0],[0.9425232500070706],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
182,0,182,0,376.9078213,,,,,,,,,376.882645,5,376.9078213,376.9078213,0.014788291,378.7849261,[-0.49777777777777776],[0.2311111111111111],[1],[0],[0],[1.8880946660647169],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
183,0,183,0,378.8146022,,,,,,,,,378.788906,5,378.8146022,378.8146022,0.015521167,380.8020625,[-0.2111111111111111],[-0.35888888888888887],[1],[0],[0],[1.9982202079845592],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
184,0,184,0,380.849228,,,,,,,,,380.8060263,10,380.849228,380.849228,0.02875475,382.1982843,[0.29777777777777775],[-0.43],[1],[0],[0],[1.3640771249774843],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
185,0,185,0,382.245221,,,,,,,,,382.2023074,10,382.245221,382.245221,0.028510791,383.9520673,[0.08333333333333333],[-0.21555555555555556],[1],[0],[0],[1.7053942499915138],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
186,0,186,0,384.0052048,,,,,,,,,383.9597466,5,384.0052048,384.0052048,0.029384666,385.1119585,[0.1622222222222222],[0.1322222222222222],[1],[0],[0],[1.1241300420369953],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
187,0,187,0,385.1413418,,,,,,,,,385.1160025,5,385.1413418,385.1413418,0.014901708,386.6685128,[0.2477777777777778],[0.022222222222222223],[1],[0],[0],[1.5382016659714282],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
188,0,188,0,386.7167156,,,,,,,,,386.6726801,10,386.7167156,386.7167156,0.02927,388.0977031,[0.4588888888888889],[0.38333333333333336],[1],[0],[0],[1.3963566669262946],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
189,0,189,0,388.1448945,,,,,,,,,388.1017858,10,388.1448945,388.1448945,0.02843075,391.04387,[-0.26],[0.3888888888888889],[1],[0],[0],[2.914062875090167],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
190,0,190,0,391.0736603,,,,,,,,,391.0479477,5,391.0736603,391.0736603,0.015543541,392.3359741,[0.11],[0.14555555555555555],[1],[0],[0],[1.2729510420467705],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
191,0,191,0,392.3828508,,,,,,,,,392.3399911,10,392.3828508,392.3828508,0.028387375,395.0517535,[-0.39444444444444443],[-0.45222222222222225],[1],[0],[0],[2.6838349589379504],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
192,0,192,0,395.0812825,,,,,,,,,395.0557435,5,395.0812825,395.0812825,0.015114875,396.5123726,[0.22555555555555556],[-0.02666666666666667],[1],[0],[0],[1.4421034160768613],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
193,0,193,0,396.559329,,,,,,,,,396.5164102,10,396.559329,396.559329,0.02832125,398.4390295,[0.42777777777777776],[0.46555555555555556],[1],[0],[0],[1.8948973750229925],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
194,0,194,0,398.4686827,,,,,,,,,398.4430655,5,398.4686827,398.4686827,0.015240958,399.9791011,[-0.40444444444444444],[0.21],[1],[0],[0],[1.5213572080247104],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
195,0,195,0,400.0260358,,,,,,,,,399.9831258,10,400.0260358,400.0260358,0.028529375,402.3976797,[-0.39666666666666667],[-0.024444444444444446],[1],[0],[0],[2.386615208000876],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
196,0,196,0,402.4270317,,,,,,,,,402.4017518,5,402.4270317,402.4270317,0.015074667,403.9363963,[0.5122222222222222],[0.39666666666666667],[1],[0],[0],[1.5201408750144765],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
197,0,197,0,403.9833328,,,,,,,,,403.9404236,10,403.9833328,403.9833328,0.028530208,405.8105184,[0.47444444444444445],[-0.23555555555555555],[0],[0],[0],[1.8421569999773055],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
198,0,198,0,405.8394788,,,,,,,,,405.8145131,5,405.8394788,405.8394788,0.015468708,407.1863001,[-0.10777777777777778],[-0.2722222222222222],[1],[0],[0],[1.3568135419627652],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
199,0,199,0,407.2157183,,,,,,,,,407.1903118,5,407.2157183,407.2157183,0.014975,408.7859053,[0.3288888888888889],[-0.3511111111111111],[1],[0],[0],[1.5811932920478284],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,408.7890701,408.8062395,411.7919442,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
