reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Ins.started,text_3.started,key_resp_2.started,Ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,1,2,9,3,29.198437374958303,,,,,,,,,29.184143458958715,29.198437374958303,30.18152891698992,30.18152891698992,30.18899670895189,30.690208458981942,t,0.501802625018172,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,1,3,10,0,30.704747166950256,,,,,,,,,30.691012666968163,30.704747166950256,31.689047749969177,31.689047749969177,31.69893187499838,32.52373362495564,l,0.8272357910173014,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,1,4,11,2,32.5383069999516,,,,,,,,,32.52454658399802,32.5383069999516,33.524281208985485,33.524281208985485,33.531358249951154,34.117136249959,t,0.5836368749733083,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,1,5,12,6,34.128786583954934,,,,,,,,,34.117727708944585,34.128786583954934,35.1150401669438,35.1150401669438,35.121891833958216,35.6573138339445,t,0.536062375002075,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,1,6,13,5,35.671584541967604,,,,,,,,,35.65825437498279,35.671584541967604,36.65768541698344,36.65768541698344,36.664877208997495,37.20785295899259,t,0.5460109999985434,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,2,0,14,4,37.223177499952726,,,,,,,,,37.208802499982994,37.223177499952726,38.20761424995726,38.20761424995726,38.214985249971505,40.55744537495775,t,2.3430787079851143,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,2,1,15,5,40.57196558394935,,,,,,,,,40.55822499998612,40.57196558394935,41.55811429198366,41.55811429198366,41.56504683394451,42.09128274995601,t,0.5297316249925643,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,2,2,16,3,42.10626095900079,,,,,,,,,42.092236917000264,42.10626095900079,43.09130962495692,43.09130962495692,43.098293958988506,43.62416491698241,t,0.5267432499676943,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,2,3,17,2,43.638388333958574,,,,,,,,,43.625109166954644,43.638388333958574,44.62449854199076,44.62449854199076,44.63266679196386,46.201075583987404,t,1.567165958986152,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,2,4,18,1,46.21565883397125,,,,,,,,,46.20199008396594,46.21565883397125,47.199217749992386,47.199217749992386,47.20667874999344,48.03437616699375,t,0.8310049580177292,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,2,5,19,0,48.05084341694601,,,,,,,,,48.035362916998565,48.05084341694601,49.032218166976236,49.032218166976236,49.049566499947105,50.367962208983954,l,1.3257704169955105,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,2,6,20,6,50.383364583947696,,,,,,,,,50.36895637499401,50.383364583947696,51.36621937499149,51.36621937499149,51.3738272919436,52.23451024998212,t,0.8602851249743253,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,3,0,21,6,52.24455633398611,,,,,,,,,52.23548445897177,52.24455633398611,53.232853916997556,53.232853916997556,53.2404070419725,53.87440137495287,t,0.6350376249756664,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,3,1,22,3,53.88885687495349,,,,,,,,,53.87520724994829,53.88885687495349,54.875415958988015,54.875415958988015,54.88254399999278,55.424884041945916,t,0.5421423750231043,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
